DC_Identifier_LocalID,DC_Title,DC_Creator,DC_Description,DC_Format,permalink,ID_again,City,lat,lon,DC_Date
290,Jim Bludsoe,"Dyer, Harry G., b. 1864?",Mississippi riverman| Recitation of poem.,Sound recording,https://digital.library.wisc.edu/1711.dl/KO5E6OUADCNKC8A,290,"Madison, WI, USA",43.081309,-89.395609,8/8/1941
291,Jordan River I'm bound to cross,"Richmond, Lily, b. 1862?",Negro spiritual,Sound recording,https://digital.library.wisc.edu/1711.dl/UI5OPJCUOUTYT9D,291,"Lancaster, WI, USA",42.846347,-90.707772,8/23/1946
292,Jos voisin laulaa kuin lintu voi,"Hayes, Martha Leppane Voice| Nukala, Mamie Wirtane Piano","Finnish folk song| (Oh, could I sing like a bird. But I can neither sing nor fly like a bird. -- I'm sorry, but I cannnot.)| This song may be found in Suomalaisia kansanlauluja, 4 vihko, oy. Fazer, Helsinki.",Sound recording,https://digital.library.wisc.edu/1711.dl/GRQJH4COTYKL28B,292,"Superior, WI, USA",46.705622,-92.101588,9/3/1940
293,Julen ai inne,"Olson, Ruth, b. 1921?| Carlson, Alice, b. 1921?",Swedish Christmas carol,Sound recording,https://digital.library.wisc.edu/1711.dl/POVDQTGDKQBA384,293,"Grantsburg, WI, USA",45.777786,-92.685056,8/11/1946
294,Just plain folks,"Gordon, Bessie, b. 1901?",Sentimental ballad,Sound recording,https://digital.library.wisc.edu/1711.dl/ILA7UOZ5K62XK8O,294,"Schofield, WI, USA",44.918498,-89.609749,8/13/1941
295,K'zal van mijn verlosser zingen,"Kok, Dick, b. 1889?| Mulder, Mrs. William",Dutch,Sound recording,https://digital.library.wisc.edu/1711.dl/ELFJKXSMEOLOY8G,295,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
296,Kaczor,"Pokora, Stasia","Polish| This song is a lullaby. The mother is busy among her pots and pans, and wishes the child would sleep, so she sings to him the story about the drake.",Sound recording,https://digital.library.wisc.edu/1711.dl/AKOFZ4J4535RN9D,296,"Milwaukee, WI, USA",43.063146,-87.948334,8/29/1946
297,Kajtozas,"Pokora, Stasia","Polish| The girl goes to field to watch cattle. The boy friend, Johnny, comes, and they go to pick berries. The cattle stray away to a neighbor's land and are taken by the boss of the next farm. The mother scolds and gives her plenty to remember the episode by. She says to mother, ""If you can do better you tend the cattle.""",Sound recording,https://digital.library.wisc.edu/1711.dl/VDGDHLS54O44E8N,297,"Milwaukee, WI, USA",43.063146,-87.948334,8/29/1946
298,Kan du glemme gamle Norge,"Rindlisbacher, Otto, b. 1901?| Rindlisbacher, Otto, Mrs., b. 1901?","Lumberjack instrument| Norwegian melody played on a Viking cello. Mrs. Rindlisbacher calls it a Viking cello because Knute Reindahl of Madison, who made one, called it that. Its origin is the lumber camp. Cracker box on a pitch fork or broom stick - probably a Scandinavian idea. Mrs. Rindlisbacher's instrument is made from wood from a chest dated 1722 (Norway spruce). The measurements are taken from Mr. Reindahl's instrument. She uses a violin bow. The instrument has one string. There is a range of three octaves. Different tunings are used. Movable fret was originally piece sawed off a pitch fork handle, with a groove in it.",Sound recording,https://digital.library.wisc.edu/1711.dl/52AKL3XFIMS648Z,298,"Rice Lake, WI, USA",45.503769,-91.740829,8/14/1941
299,Kan du glemme gamle Norge?,"Psalmodikon Quartet| Thompson, Elsie, b. 1866?: Soprano| Larson, Bertha, b. 1906?: Alto| Flugstad, Herbert, Mrs., b. 1901?: Tenor| Erickson, Nora, b. 1891?: Bass",Norwegian folk instrument,Sound recording,https://digital.library.wisc.edu/1711.dl/3EKZC7JKAUGRD8O,299,"Madison, WI, USA",43.081309,-89.395609,5/16/1941
300,Kan du glemme himmel arven,"Everson, Alice, b. 1891?",Norwegian,Sound recording,https://digital.library.wisc.edu/1711.dl/BUWQL4PNLS24O8V,300,"Blair, WI, USA",44.296263,-91.225443,8/16/1946
301,Kasshubian dialect,"Bartosz, Adam, b. 1895?","The Kasshubians are fishermen along the Baltic shores.| Story of song: In the nearby valley one can hear a boy singing about his girl. She promised faithfulness and gave him a ring. Later the ring burst in twain which proved her untrue. He sings that he would go into the world from city to city, from house to house telling of his sorrow.",Sound recording,https://digital.library.wisc.edu/1711.dl/5LXWHU4JDELDS8Q,301,"Stevens Point, WI, USA",44.51956,-89.573683,8/11/1941
302,Kattyglo visa,"Everson, Alice, b. 1891?",Norwegian| [This] song is an owl ballad.,Sound recording,https://digital.library.wisc.edu/1711.dl/MGKL4HYPDD34O9C,302,"Blair, WI, USA",44.296263,-91.225443,8/16/1946
303,Kdyr jsem Å¡el ÄestiÄkou,"McClure, George, Mrs., b. 1906?|  Doser, Mayme, b. 1906?",Bohemian| As I walked that narrow path:| I met a girl - I asked her to marry me.| She said in about a year or two.| Then came a warning to leave for the mother slept next door.,Sound recording,https://digital.library.wisc.edu/1711.dl/6YDYKICJR5YDL9A,303,"Prairie du Chien, WI, USA",43.042549,-91.141425,8/19/1941
304,Keeping the working man down,"Humphries, Henry, b. 1865?",Workman's song,Sound recording,https://digital.library.wisc.edu/1711.dl/D5CBFWJFLSSGF8U,304,"Hancock, WI, USA",44.13365,-89.521554,7/22/1941
306,Ker Jidder f'ru singer Dir,"Becker, Jacob C., b. 1872?","Luxemburger| This is Nicholas E. Becker's translation and adaptation of the song ""Paddle your own canoe,"" into [Luxembourgish].",Sound recording,https://digital.library.wisc.edu/1711.dl/CQ235YU2Y3U568H,306,"Belgium, WI, USA",43.500499,-87.845446,8/30/1946
307,KesÃ¤-Ilta,"Nukala, Jalmar: Voice| Nukala, Mamie Wirtane Piano",Finnish folk song (complete),Sound recording,https://digital.library.wisc.edu/1711.dl/ET4BZRDH2MK3M8J,307,"Superior, WI, USA",46.705622,-92.101588,9/3/1940
308,KesÃ¤ilta,"Nukala, Jalmar: Voice| Nukala, Mamie Wirtane Piano","Finnish folk song (incomplete)| See record [AFS 4192 B1] for the complete song.| #19 in 54 suomalaisia kansanlaulua, vihko I (Armas Maasalo).",Sound recording,https://digital.library.wisc.edu/1711.dl/4NCOMLT5KPJHI8Y,308,"Superior, WI, USA",46.705622,-92.101588,9/3/1940
309,Keyhole in the door,"Moody, Lewis Winfield, b. 1865?",Genteel vulgar,Sound recording,https://digital.library.wisc.edu/1711.dl/BH35SK66DFW7586,309,"Plainfield, WI, USA",44.213709,-89.494963,7/21/1941
311,Kitty Grauss,"Humphries, Henry, b. 1865?","Immigrant| Former lumberjack in Prentice, Wis.",Sound recording,https://digital.library.wisc.edu/1711.dl/VZ33Z3BZFGECQ8Z,311,"Hancock, WI, USA",44.13365,-89.521554,7/22/1941
312,Kitty Morey,"Bundy, Winifred, b. 1884?","Risque| Miss Bundy learned this song from brother Ned. She used to sing it at school when a very little girl and wondered why the boys liked it so well, until her older sister found out she was singing it and put a stop to it.",Sound recording,https://digital.library.wisc.edu/1711.dl/TE2BFI6KHGPBP8F,312,"Madison, WI, USA",43.081309,-89.395609,7/23/1946
315,Kitty Wells,"Coffee, Lester A., b. 1871?",Sentimental ballad| Very old song.,Sound recording,https://digital.library.wisc.edu/1711.dl/7KKHLMI2UTJTA8N,315,"Harvard, IL, USA",42.420737,-88.613519,8/20/1946
316,Kjoelstad visen,"Everson, Alice, b. 1891?",Norwegian| This ballad is about the peasants of Norway.,Sound recording,https://digital.library.wisc.edu/1711.dl/KCD36VNI3KI5U8K,316,"Blair, WI, USA",44.296263,-91.225443,8/16/1946
317,Klewien van der erlaweh vlag,"Kok, Dick, b. 1889?",Dutch| [Includes continuation of AFS 8440 B5],Sound recording,https://digital.library.wisc.edu/1711.dl/E5ALKRJMFIGBD86,317,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
318,"KolinÃ©, KolinÃ©","Wachuta, Albert, b. 1875?",Bohemian| Name of a beautiful little town. Mr. Wachuta was born in Prairie du Chien. He learned all his songs by ear from his mother and other Bohemian immigrants. He has been playing accordion since about twelve and has played it at dances in the community for years.,Sound recording,https://digital.library.wisc.edu/1711.dl/HFLRHPLZ3T3UA8K,318,"Prairie du Chien, WI, USA",43.042549,-91.141425,8/19/1941
320,Kom kjyra,"Everson, Alice, b. 1891?",Norwegian| Child's song,Sound recording,https://digital.library.wisc.edu/1711.dl/QIFQYDISWD3HL8R,320,"Blair, WI, USA",44.296263,-91.225443,8/16/1946
321,"Kom, laa us nu paa Bornens","Moll, Mildred N., b. 1900?",Danish,Sound recording,https://digital.library.wisc.edu/1711.dl/SI7IPF4XYEJWD8H,321,"Madison, WI, USA",43.081309,-89.395609,8/26/1946
322,Koraleczki,"Pokora, Stasia","Polish| She says, ""I have lost my corals. If you will find them for me, Johnny, I might give you a kiss. It won't hurt me, and my corals look very pretty on me.""",Sound recording,https://digital.library.wisc.edu/1711.dl/SE7G3HTRGFP6484,322,"Milwaukee, WI, USA",43.063146,-87.948334,8/29/1946
323,Kosten valse,"Jotblod, Abel, b. 1896?",Swedish,Sound recording,https://digital.library.wisc.edu/1711.dl/EZALVIRAJVZL68P,323,"Grantsburg, WI, USA",45.777786,-92.685056,8/11/1946
324,Krakowiaczek,"Jablonski, Jeanette, b. 1919?","Polish| A song of a young boy from the Province of KrakÃ³w. A boast of his bravery - everyone can see that he is a KrakÃ³vian by the rings on his red belt; by his ornaments, his red ties, and by his shoes which are steel shod.| Text in Lutnia Polska, Worzallowie [i.e., Worzalla] Brothers, Stevens Point.",Sound recording,https://digital.library.wisc.edu/1711.dl/SPHV4BRY6WJ6C87,324,"Stevens Point, WI, USA",44.51956,-89.573683,8/11/1941
325,L'America Ã¨ tantte bella,"St. Angelo, Thomas",Italian| Mr. St. Angelo says he never heard anyone but his mother sing this song.,Sound recording,https://digital.library.wisc.edu/1711.dl/JIJGBPBQDXAML9E,325,"Cumberland, WI, USA",45.532863,-92.023279,8/9/1946
326,Lancers quadrille #1,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| McLain, Robert, b. 1916?: Clarinet| Wyss, Walter, b. 1911?: String bass| Olson, Emery, b. 1891?: Accordion",Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).,Sound recording,https://digital.library.wisc.edu/1711.dl/6TCMOSF23TXT28T,326,"Rhinelander, WI, USA",45.644155,-89.400934,8/14/1941
327,Landjaeger (Swiss march),"Mueller, Albert","Swiss folk tune| Mrs. Mueller translates ""Landjaeger"" as ""rural police.""",Sound recording,https://digital.library.wisc.edu/1711.dl/UCDQZ2A2GRUUT8A,327,"New Glarus, WI, USA",42.813394,-89.634998,8/20/1940
328,LÃ¤ndler #1,"Rindlisbacher, Otto, b. 1901?","Played on authentic Swiss ""Hand-Orgeli"" - accordion.",Sound recording,https://digital.library.wisc.edu/1711.dl/B5HQ2TLPVJGOE8D,328,"Rice Lake, WI, USA",45.503769,-91.740829,8/15/1941
329,LÃ¤ndler #2,"Rindlisbacher, Otto, b. 1901?","Played on authentic Swiss ""Hand-Orgeli"" - accordion.",Sound recording,https://digital.library.wisc.edu/1711.dl/Y55XI6AMR5ICK8E,329,"Rice Lake, WI, USA",45.503769,-91.740829,8/15/1941
330,L'ane de petit Jean,"Starr, Morton Hull, Mrs.","Canadian french| This song was popular with the early French lumberjacks and raftsmen.| A donkey was killed, and his parts were scattered about. The head was found the head, which would never have a bridle again. The back was found which would never carry a saddle again. The feet were found, which would never have shoes again.",Sound recording,https://digital.library.wisc.edu/1711.dl/47B3TRLRZ7JTA86,330,"Waukesha, WI, USA",43.02433,-88.244537,8/28/1946
331,Langtan till landet,"Lindberg, A. C., b. 1889?",Swedish,Sound recording,https://digital.library.wisc.edu/1711.dl/SKSZD6XFCX7GO8Z,331,"Grantsburg, WI, USA",45.777786,-92.685056,8/10/1946
332,Lantern's gleam,"Levers, Eryl, b. 1922?",Two part song,Sound recording,https://digital.library.wisc.edu/1711.dl/A7URMNODNI55D8V,332,"Madison, WI, USA",43.081309,-89.395609,7/26/1946
333,Lass of Glenshee,"Coffee, Lester A., b. 1871?","Scotch sentimental ballad| Mr. Coffee learned this song from a visiting aunt, when he was a very smal boy.""",Sound recording,https://digital.library.wisc.edu/1711.dl/YVOIVBWNHKXLX8Y,333,"Harvard, IL, USA",42.420737,-88.613519,8/20/1946
334,Lass of Mowhee,"Royce, Luther, b. 1913?","Kentucky mountain ballad| [This song is] from a collection ""on old pieces of paper in hand writin'"" from his grandmother.",Sound recording,https://digital.library.wisc.edu/1711.dl/IPNI5LZNE5BNA8T,334,"White Lake, WI, USA",45.160727,-88.772136,8/1/1941
335,Last Saturday night I entered a house,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song,Sound recording,https://digital.library.wisc.edu/1711.dl/DVL7HYUZ3WNQS8O,335,"Antigo, WI, USA",45.142765,-89.156261,8/30/1940
336,Lelien,"Meer, Gertrude van der| Enhoff, Rika Tuinstra| Haan, Bertha de",Holland Dutch,Sound recording,https://digital.library.wisc.edu/1711.dl/7AKJ7FQLQOR4L82,336,"Kenosha, WI, USA",42.584327,-87.841871,8/28/1946
337,LetÄ›la husicka,"Stanek, Otto| Stanek, Otto, Mrs.",Bohemian,Sound recording,https://digital.library.wisc.edu/1711.dl/K4QQIGG6J36UB83,337,"Yuba, WI, USA",43.535455,-90.426785,8/25/1946
338,Li'l Bateese,"Cardinal, Charles, b. 1889?",French Canadian,Sound recording,https://digital.library.wisc.edu/1711.dl/EEBSOWDYPWSJE87,338,"Chippewa Falls, WI, USA",44.933577,-91.388875,8/13/1946
339,Lief Vaderland vaarwel,"Haan, Bertha de| Enhoff, Rika Tuinstra| Meer, Gertrude van der",Holland Dutch,Sound recording,https://digital.library.wisc.edu/1711.dl/642M7GMNQ46SD8J,339,"Kenosha, WI, USA",42.584327,-87.841871,8/28/1946
340,Lietuvos himnas,"Baranoucky, Ruth| Skeris, Stell| Belekevich, Ann| Girdaukas, Edward| Aldakauskas, George| Skeris, Alexander F.| Aldakauskas, Mary| Zupancich, Agnes| Aldakauskas, Lucia| Abromaitis, John","Lithuanian| Performers, Lithuanian Group [from the Church of the Immaculate Conception]| ""Lithuania, land of our birth,| You land of great men,| From the past your sons have gotten strength from you.| Let your sons always go along the right path,| Let them work for your welfare| And the good of the people.| Let the sun of Lithuania chase away the clouds, and light and lead our path.| Let love of Lithuania burn in our hearts| For Lithuania let unity bloom.""| [Lithuanian national anthem]",Sound recording,https://digital.library.wisc.edu/1711.dl/5CNQSGKBABJBE9A,340,"Sheboygan, WI, USA",43.756279,-87.723689,8/30/1946
341,Litomericka polka,"Bohemian Band| Stanek, Otto: Clarinet| Stanek, Wencil: Clarinet| McGilvery, George: Cornet| Tydrich, William: Cornet| Stanek, Anto Horn| Rott, Nick: Trombone| Rott, Marti Baritone| Stanek, Alfred: Tuba",Bohemian,Sound recording,https://digital.library.wisc.edu/1711.dl/FQI2ARI6YETHP8M,341,"Yuba, WI, USA",43.535455,-90.426785,8/25/1946
342,Little ball o' yarn,"Noyer, Emery De, b. 1878?","Vulgar| Camp entertainer for 35 years.| ""Gosh darn it! You know, I don't like to sing dirty songs.""",Sound recording,https://digital.library.wisc.edu/1711.dl/ZCNJYJLDMFDZH9E,342,"Rhinelander, WI, USA",45.644155,-89.400934,7/27/1941
344,Little brown bulls,"Bowlen, Charley, b. 1873?","Lumberjcak| Mr. Bowlen is part Irish and some French. His uncle was cook in the camp where this incident of this song happened. Mr. Bowlen thinks it was somewhere on the Chippewa River, - ""Pretty sure it was."" He knows the versions differ a little and thinks his words are as near the whay the song was originally sung as is possible to get them. He learned it when he was a very small boy, before he went to the woods, so the song must be at least 65 years old. It had a different tune to it which he never liked so ""I sang it to suit myself.""",Sound recording,https://digital.library.wisc.edu/1711.dl/ZQ6N2AHN22TXF8J,344,"Black River Falls, WI, USA",44.300723,-90.843263,8/18/1941
346,Little brown bulls,"Grant, Dan",McClusky and Bull Gordon of this song were local characters. Mr. Grant's father worked with McClusky.| A duplicate version of this same song is to be found on [AFS 4186 A1 and AFS 4186 B1].,Sound recording,https://digital.library.wisc.edu/1711.dl/VAZ7FOBQOIJWY8N,346,"Bryant, WI, USA",45.208056,-89.023889,8/30/1940
347,Little brown bulls,"Moseley, Arthur (Happy), b. 1864?",none,Sound recording,https://digital.library.wisc.edu/1711.dl/L2Y77NZZCDBWY8W,347,"Black River Falls, WI, USA",44.300723,-90.843263,9/5/1940
348,Little brown bulls,"Walker, Robert, b. 1883?",Lumberjack| Mr. Walker's version places the contest on Wolf River. Every singer agress that the contest actually took place.,Sound recording,https://digital.library.wisc.edu/1711.dl/XCSLZZP2AIQMM8L,348,"Crandon, WI, USA",45.568712,-88.897293,8/14/1941
349,Little brown bulls,"Dyer, Harry G., b. 1864?",Lumberjack| Recitation of poem and conversation about log skidding.| He places contest on Black River.,Sound recording,https://digital.library.wisc.edu/1711.dl/PB622ZXPKX3WX84,349,"Madison, WI, USA",43.081309,-89.395609,8/8/1941
350,Little brown bulls,"Noyer, Emery De, b. 1878?",Lumberjack,Sound recording,https://digital.library.wisc.edu/1711.dl/55BXCSIP5IYCO85,350,"Rhinelander, WI, USA",45.644155,-89.400934,7/27/1941
351,Little brown bulls,"Williams, Adolf, b. 1885?","Lumberjack| Mr. Williams was the first white boy born in Hayward. His real name is Johnson, but there were so many Johnsons that he went by the name of Williams.| Mr. Ed Collett, of Hayward, knows just where this song was made up, - out on Highway 77, on the Torch River.",Sound recording,https://digital.library.wisc.edu/1711.dl/WECSNGKBEOMFL8V,351,"Hayward, WI, USA",46.008889,-91.482601,8/13/1946
352,Little Maude,"Lobdell, Hamilton, b. 1854?",Ballad,Sound recording,https://digital.library.wisc.edu/1711.dl/BP4PJVOX67E4O87,352,"Mukwonago, WI, USA",42.862336,-88.323693,6/24/1941
