DC_Identifier_LocalID,DC_Title,DC_Title_Other,DC_Creator,DC_Contributor,DC_Subject,DC_Description,DC_Publisher,DC_Date,DC_Type,DC_Format,DC_Identifier,DC_Identifier_LocalID,DC_Source,DC_Language,DC_Relation,DC_Relation_OtherFormat,DC_Relation_IsPartOf,DC_Relation_HasPart,DC_Coverage,Note,permalink,ID_again,City,lat,lon,status
324,Krakowiaczek,,"Jablonski, Jeanette, b. 1919?",,Polish| Voice,"Polish| A song of a young boy from the Province of KrakÃ³w. A boast of his bravery - everyone can see that he is a KrakÃ³vian by the rings on his red belt; by his ornaments, his red ties, and by his shoes which are steel shod.| Text in Lutnia Polska, Worzallowie [i.e., Worzalla] Brothers, Stevens Point.",,8/11/1941,Sound,Sound recording,,,pol,,,,,Spatial: Stevens Point (Wis.),,,https://digital.library.wisc.edu/1711.dl/SPHV4BRY6WJ6C87,324,"Stevens Point, WI, USA",44.51956,-89.573683,success
325,L'America Ã¨ tantte bella,America is so beautiful,"St. Angelo, Thomas",,Italian| Voices,Italian| Mr. St. Angelo says he never heard anyone but his mother sing this song.,,8/9/1946,Sound,Sound recording,,,ita,,,,,Spatial: Cumberland (Wis.),,,https://digital.library.wisc.edu/1711.dl/JIJGBPBQDXAML9E,325,"Cumberland, WI, USA",45.532863,-92.023279,success
326,Lancers quadrille #1,,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| McLain, Robert, b. 1916?: Clarinet| Wyss, Walter, b. 1911?: String bass| Olson, Emery, b. 1891?: Accordion",,"Accordion, clarinet, double bass, and violin| Folk dance music",Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).,,8/14/1941,Sound,Sound recording,,,,,,,,Spatial: Rhinelander (Wis.),,,https://digital.library.wisc.edu/1711.dl/6TCMOSF23TXT28T,326,"Rhinelander, WI, USA",45.644155,-89.400934,success
327,Landjaeger (Swiss march),Rural police,"Mueller, Albert",,Swiss| Zither| Marches,"Swiss folk tune| Mrs. Mueller translates ""Landjaeger"" as ""rural police.""",,8/20/1940,Sound,Sound recording,,,,,,,,Spatial: New Glarus (Wis.),,,https://digital.library.wisc.edu/1711.dl/UCDQZ2A2GRUUT8A,327,"New Glarus, WI, USA",42.813394,-89.634998,success
328,LÃ¤ndler #1,,"Rindlisbacher, Otto, b. 1901?",,Swiss| Hand-orgeli (accordion),"Played on authentic Swiss ""Hand-Orgeli"" - accordion.",,8/15/1941,Sound,Sound recording,,,,,,,,Spatial: Rice Lake (Wis.),,,https://digital.library.wisc.edu/1711.dl/B5HQ2TLPVJGOE8D,328,"Rice Lake, WI, USA",45.503769,-91.740829,success
329,LÃ¤ndler #2,,"Rindlisbacher, Otto, b. 1901?",,Swiss| Hand-orgeli (accordion),"Played on authentic Swiss ""Hand-Orgeli"" - accordion.",,8/15/1941,Sound,Sound recording,,,,,,,,Spatial: Rice Lake (Wis.),,,https://digital.library.wisc.edu/1711.dl/Y55XI6AMR5ICK8E,329,"Rice Lake, WI, USA",45.503769,-91.740829,success
330,L'ane de petit Jean,Johnny's donkey,"Starr, Morton Hull, Mrs.",,French-Canadian| Voice| Loggers,"Canadian french| This song was popular with the early French lumberjacks and raftsmen.| A donkey was killed, and his parts were scattered about. The head was found the head, which would never have a bridle again. The back was found which would never carry a saddle again. The feet were found, which would never have shoes again.",,8/28/1946,Sound,Sound recording,,,fre,,,,,Spatial: Waukesha (Wis.),,,https://digital.library.wisc.edu/1711.dl/47B3TRLRZ7JTA86,330,"Waukesha, WI, USA",43.02433,-88.244537,success
331,Langtan till landet,Longing for the country,"Lindberg, A. C., b. 1889?",,Swedish| Voice,Swedish,,8/10/1946,Sound,Sound recording,,,swe,,,,,Spatial: Grantsburg (Wis.),,,https://digital.library.wisc.edu/1711.dl/SKSZD6XFCX7GO8Z,331,"Grantsburg, WI, USA",45.777786,-92.685056,success
332,Lantern's gleam,,"Levers, Eryl, b. 1922?",,English| Voice,Two part song,,7/26/1946,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 165",,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/A7URMNODNI55D8V,332,"Madison, WI, USA",43.081309,-89.395609,success
333,Lass of Glenshee,,"Coffee, Lester A., b. 1871?",,Voice| Ballads,"Scotch sentimental ballad| Mr. Coffee learned this song from a visiting aunt, when he was a very smal boy.""",,8/20/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 167",,,,Spatial: Harvard (Ill.),,,https://digital.library.wisc.edu/1711.dl/YVOIVBWNHKXLX8Y,333,"Harvard, IL, USA",42.420737,-88.613519,success
334,Lass of Mowhee,,"Royce, Luther, b. 1913?",,Voice and guitar| Ballads| Kentucky| Ballads,"Kentucky mountain ballad| [This song is] from a collection ""on old pieces of paper in hand writin'"" from his grandmother.",,8/1/1941,Sound| Text,Sound recording,,,eng,,,,,Spatial: White Lake (Wis.),,,https://digital.library.wisc.edu/1711.dl/IPNI5LZNE5BNA8T,334,"White Lake, WI, USA",45.160727,-88.772136,success
335,Last Saturday night I entered a house,,"Borusky, Pearl Jacobs, b. 1901?",,Voice| Kentucky,Kaintuck folk song,,8/30/1940,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 156| Treat, Asher E. ""Kentucky Folksong in Northern Wisconsin."" The Journal of American Folklore 52, no. 203 (1939): no. 20",,,,Spatial: Antigo (Wis.),,,https://digital.library.wisc.edu/1711.dl/DVL7HYUZ3WNQS8O,335,"Antigo, WI, USA",45.142765,-89.156261,success
336,Lelien,,"Meer, Gertrude van der| Enhoff, Rika Tuinstra| Haan, Bertha de",,Dutch| Voices,Holland Dutch,,8/28/1946,Sound,Sound recording,,,dut,,,,,Spatial: Kenosha (Wis.),,,https://digital.library.wisc.edu/1711.dl/7AKJ7FQLQOR4L82,336,"Kenosha, WI, USA",42.584327,-87.841871,success
337,LetÄ›la husicka,Flying goose,"Stanek, Otto| Stanek, Otto, Mrs.",,Bohemian| Vocal duet,Bohemian,,8/25/1946,Sound,Sound recording,,,cze,,,,,Spatial: Yuba (Wis.),,,https://digital.library.wisc.edu/1711.dl/K4QQIGG6J36UB83,337,"Yuba, WI, USA",43.535455,-90.426785,success
338,Li'l Bateese,,"Cardinal, Charles, b. 1889?",,French-Canadian| Spoken,French Canadian,,8/13/1946,Sound,Sound recording,,,fre,,,,,Spatial: Chippewa Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/EEBSOWDYPWSJE87,338,"Chippewa Falls, WI, USA",44.933577,-91.388875,success
339,Lief Vaderland vaarwel,"Dear fatherland, farewell","Haan, Bertha de| Enhoff, Rika Tuinstra| Meer, Gertrude van der",,Dutch| Voices,Holland Dutch,,8/28/1946,Sound,Sound recording,,,dut,,,,,Spatial: Kenosha (Wis.),,,https://digital.library.wisc.edu/1711.dl/642M7GMNQ46SD8J,339,"Kenosha, WI, USA",42.584327,-87.841871,success
340,Lietuvos himnas,Lithaunian hymn,"Baranoucky, Ruth| Skeris, Stell| Belekevich, Ann| Girdaukas, Edward| Aldakauskas, George| Skeris, Alexander F.| Aldakauskas, Mary| Zupancich, Agnes| Aldakauskas, Lucia| Abromaitis, John",,Lithuanian| Voices| Hymns| Anthem,"Lithuanian| Performers, Lithuanian Group [from the Church of the Immaculate Conception]| ""Lithuania, land of our birth,| You land of great men,| From the past your sons have gotten strength from you.| Let your sons always go along the right path,| Let them work for your welfare| And the good of the people.| Let the sun of Lithuania chase away the clouds, and light and lead our path.| Let love of Lithuania burn in our hearts| For Lithuania let unity bloom.""| [Lithuanian national anthem]",,8/30/1946,Sound,Sound recording,,,lit,,,,,Spatial: Sheboygan (Wis.),,,https://digital.library.wisc.edu/1711.dl/5CNQSGKBABJBE9A,340,"Sheboygan, WI, USA",43.756279,-87.723689,success
341,Litomericka polka,,"Bohemian Band| Stanek, Otto: Clarinet| Stanek, Wencil: Clarinet| McGilvery, George: Cornet| Tydrich, William: Cornet| Stanek, Anton: Horn| Rott, Nick: Trombone| Rott, Martin: Baritone| Stanek, Alfred: Tuba",,Bohemian| Band| Dances,Bohemian,,8/25/1946,Sound,Sound recording,,,,,,,,Spatial: Yuba (Wis.),,,https://digital.library.wisc.edu/1711.dl/FQI2ARI6YETHP8M,341,"Yuba, WI, USA",43.535455,-90.426785,success
342,Little ball o' yarn,,"Noyer, Emery De, b. 1878?",,Voice| Bawdy songs,"Vulgar| Camp entertainer for 35 years.| ""Gosh darn it! You know, I don't like to sing dirty songs.""",,7/27/1941,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 266",,,,Spatial: Rhinelander (Wis.),,,https://digital.library.wisc.edu/1711.dl/ZCNJYJLDMFDZH9E,342,"Rhinelander, WI, USA",45.644155,-89.400934,success
344,Little brown bulls,,"Bowlen, Charley, b. 1873?",,Voice| Loggers,"Lumberjcak| Mr. Bowlen is part Irish and some French. His uncle was cook in the camp where this incident of this song happened. Mr. Bowlen thinks it was somewhere on the Chippewa River, - ""Pretty sure it was."" He knows the versions differ a little and thinks his words are as near the whay the song was originally sung as is possible to get them. He learned it when he was a very small boy, before he went to the woods, so the song must be at least 65 years old. It had a different tune to it which he never liked so ""I sang it to suit myself.""",,8/18/1941,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 248",,,,Spatial: Black River Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/ZQ6N2AHN22TXF8J,344,"Black River Falls, WI, USA",44.300723,-90.843263,success
,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Little brown bulls,,"Grant, Dan",,Voice and guitar| Loggers,McClusky and Bull Gordon of this song were local characters. Mr. Grant's father worked with McClusky.| A duplicate version of this same song is to be found on [AFS 4186 A1 and AFS 4186 B1].,,8/30/1940,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 248",,,,Spatial: Bryant (Wis.),,,https://digital.library.wisc.edu/1711.dl/VAZ7FOBQOIJWY8N,346,"Bryant, WI, USA",45.208056,-89.023889,success
347,Little brown bulls,,"Moseley, Arthur (Happy), b. 1864?",,Voice| Loggers,,,9/5/1940,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 248",,,,Spatial: Black River Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/L2Y77NZZCDBWY8W,347,"Black River Falls, WI, USA",44.300723,-90.843263,success
348,Little brown bulls,,"Walker, Robert, b. 1883?",,Voice| Loggers,Lumberjack| Mr. Walker's version places the contest on Wolf River. Every singer agress that the contest actually took place.,,8/14/1941,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 248",,,,Spatial: Crandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/XCSLZZP2AIQMM8L,348,"Crandon, WI, USA",45.568712,-88.897293,success
349,Little brown bulls,,"Dyer, Harry G., b. 1864?",,"Spoken| Loggers| Logging, Skyline",Lumberjack| Recitation of poem and conversation about log skidding.| He places contest on Black River.,,8/8/1941,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 248",,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/PB622ZXPKX3WX84,349,"Madison, WI, USA",43.081309,-89.395609,success
350,Little brown bulls,,"Noyer, Emery De, b. 1878?",,Voice| Loggers,Lumberjack,,7/27/1941,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 248",,,,Spatial: Rhinelander (Wis.),,,https://digital.library.wisc.edu/1711.dl/55BXCSIP5IYCO85,350,"Rhinelander, WI, USA",45.644155,-89.400934,success
351,Little brown bulls,,"Williams, Adolf, b. 1885?",,Voice| Loggers,"Lumberjack| Mr. Williams was the first white boy born in Hayward. His real name is Johnson, but there were so many Johnsons that he went by the name of Williams.| Mr. Ed Collett, of Hayward, knows just where this song was made up, - out on Highway 77, on the Torch River.",,8/13/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 248",,,,Spatial: Hayward (Wis.),,,https://digital.library.wisc.edu/1711.dl/WECSNGKBEOMFL8V,351,"Hayward, WI, USA",46.008889,-91.482601,success
352,Little Maude,,"Lobdell, Hamilton, b. 1854?",,Voice| Ballads,Ballad,,6/24/1941,Sound| Text,Sound recording,,,eng,,,,,Spatial: Mukwonago (Wis.),,,https://digital.library.wisc.edu/1711.dl/BP4PJVOX67E4O87,352,"Mukwonago, WI, USA",42.862336,-88.323693,success
353,Little Nell of Narraganset Bay,,"Lobdell, Hamilton, b. 1854?",,Voice| Ballads,"Ballad| Mr. Lobdell learned the song from Betty Andrews. Her father, Sewell Andrews, came form Vermont. Mr. Andrews was one of the three men who founded Mukwonago.",,6/24/1941,Sound| Text,Sound recording,,,eng,,,,,Spatial: Mukwonago (Wis.),,,https://digital.library.wisc.edu/1711.dl/2LLA5MBSGOU728T,353,"Mukwonago, WI, USA",42.862336,-88.323693,success
354,Little old log cabin by the stream,,"Coffee, Lester A., b. 1871?",,Voice| Ballads,Sentimental ballad| The chorus given at the end of the first verse should properly be repeated at the end of each new verse.,,8/20/1946,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 122",,,,Spatial: Harvard (Ill.),,,https://digital.library.wisc.edu/1711.dl/TQALJ35RCEKH28K,354,"Harvard, IL, USA",42.420737,-88.613519,success
355,Little old log cabin in the lane,,"Richmond, Lily, b. 1862?",,Voice,Early American,,8/23/1946,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 178",,,,"Spatial: Lancaster (Beetown Township), Wisconsin",,,https://digital.library.wisc.edu/1711.dl/SCDAKPWPXAJWE87,355,"Lancaster, WI, USA",42.846347,-90.707772,success
356,Liza,,"Levers, Eryl, b. 1922?",,English| Voice,Cockney,,7/26/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 176",,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/MGEZJSLDYPH7B9C,356,"Madison, WI, USA",43.081309,-89.395609,success
358,LÃ¶ftena de stÃ¤ kvak,,"Olson, Ruth, b. 1921?| Carlson, Alice, b. 1921?",,Swedish| Vocal duet,Swedish,,8/11/1946,Sound,Sound recording,,,swe,,,,,Spatial: Grantsburg (Wis.),,,https://digital.library.wisc.edu/1711.dl/NFJE77Z4I5PKK85,358,"Grantsburg, WI, USA",45.777786,-92.685056,success
359,Lord Lovell,,"Bundy, Winifred, b. 1884?",,Voice,"Old English| A song that was sung in her home in her earliest memory, and one that her grandfather sang.",,4/29/1941,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 202",,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/TL4IDBRYIVYCX82,359,"Madison, WI, USA",43.081309,-89.395609,success
360,Lord's prayer,,"Stacy, Stella: Vocals| Oestreich, Nancy: Announcer",,Indians of North America| Voice and drum| Religious| Peyote,Winnebago| Peyote religious song| This song was written about 25 years ago by a Nebraska Winnebago.,,8/15/1946,Sound,Sound recording,,,sio,,,,,Spatial: Black River Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/YARENMDSJXJ6C8F,360,"Black River Falls, WI, USA",44.300723,-90.843263,success
361,Lost on the Lady Elgin,,"Lobdell, Hamilton, b. 1854?",,Voice| Lady Elgin (Ship)| Shipwrecks,Wisconsin historical| The sinking of the Lady Elgin took place between Milwaukee and Chicago.,,6/24/1941,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 239",,,,Spatial: Mukwonago (Wis.),,,https://digital.library.wisc.edu/1711.dl/EN4EKXW6XISNW8L,361,"Mukwonago, WI, USA",42.862336,-88.323693,success
362,Louse song,,"Cardinal, Charles, b. 1889?",,Voice| Loggers,"Lumberjack| ""By the way that he scratches, I think it's there yet!""",,8/13/1946,Sound,Sound recording,,,eng,,,,,Spatial: Chippewa Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/CFRNIJYKCN2U584,362,"Chippewa Falls, WI, USA",44.933577,-91.388875,success
363,Love call #1,,"Bear Skin, John, b. 1886?",,Winnebago| Flute| Love,"Winnabago| The melody has meaning, and you understand what it says. Only love songs are played on the flute.",,7/25/1946,Sound,Sound recording,,,,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/MHY2V7W7I2KFY8H,363,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
364,Love call #2,,"Bear Skin, John, b. 1886?",,Winnebago| Flute| Love,Winnabago| Flute was made by King Iwon from a gun barrel.,,7/25/1946,Sound,Sound recording,,,,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/CGLWXOQFWNMEH8M,364,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
365,Love song,,"Bear Skin, John, b. 1886?",,Winnebago| Voice| Love,Winnebago| Very old song.,,7/25/1946,Sound,Sound recording,,,sio,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/CDKNXW3KUMC539E,365,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
366,Love song,,"Stacy, Stella",,Winnebago| Voice| Love,"Winnebago| ""This is a love song. A girl's lover promised her that he was coming, but he didn't come in time. She said, 'I get lonesome for you once in a while. You tell the truth to me.'""",,8/15/1946,Sound,Sound recording,,,sio,,,,,Spatial: Black River Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/HGWCAZNWQ3OZB8W,366,"Black River Falls, WI, USA",44.300723,-90.843263,success
367,Lullaby,,"Eagle, Margaret, b. 1906?",,Zuni| Voice,"Zuni| ""Go to sleep, my little baby, while I work. Father will bring in the sheep soon.|  Margaret Eagle also known as Laughing Eyes.",,7/24/1946,Sound| Text,Sound recording,,,zun,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/Z2FNUBTLC3ELX8N,367,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
368,Lullaby,,"Thunder, Henry: Voice| Thunder, Henry: Flute| Stacy, Stella: Announcer",,Winnebago| Flute and voice,Winnebago| Stella Stacy announces. Henry Thunder sings and plays the flute.,,8/15/1946,Sound,Sound recording,,,sio,,,,,Spatial: Black River Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/UF5AL26UEOQY78C,368,"Black River Falls, WI, USA",44.300723,-90.843263,success
369,Lullaby,,"Eagle, Margaret, b. 1906?",,Zuni| Voice,Zuni| This is a very old melody. Margaret Eagle also known as Laughing Eyes.,,7/25/1946,Sound,Sound recording,,,zun,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/J6MFYJBJFMWIK8M,369,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
370,Lullaby,,"Lothe, Brithe, b. 1871?","Sulheim, Karsten: Composer| Horden, Anders: Lyricist",Norwegian| Voice,"Norwegian| Mrs. Lothe learned this song from her mother in Norway. The music is by Karsten Sulheim, the words by Anders Horden.",,8/10/1946,Sound,Sound recording,,,nor,,,,,Spatial: Milltown (Wis.),,,https://digital.library.wisc.edu/1711.dl/JQERIQASRWQOV8W,370,"Milltown, WI, USA",45.526651,-92.499354,success
